timestamp,compliant,missing,present
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:17:09,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person,Safety Cone"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person,Safety Cone"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,NO-Safety Vest,Person,Safety Cone"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person,Safety Cone"
2026-02-09T23:17:10,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
2026-02-09T23:17:11,False,"helmet,vest","NO-Hardhat,NO-Mask,Person"
